Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell,Cluster 3 Weight,Cluster 3 UMI counts/cell,Cluster 4 Weight,Cluster 4 UMI counts/cell,Cluster 5 Weight,Cluster 5 UMI counts/cell
ENSG00000237683,AL627309.1,61.59334282792701,0.0087591240875912416,-47.859041941281284,0.0014378145219266715,6.7973505303988411,0.003787878787878788,-0.68438838056811491,0.0,-19.84726303647524,0.0
ENSG00000228463,AP006222.2,12.741316220304258,0.0014598540145985401,7.851287941207965,0.0014378145219266715,-8.7122556067936632,0.0,-0.39601161849062133,0.0,-11.484336936227942,0.0
ENSG00000228327,RP11-206L10.2,-4.2633979219101876,0.0029197080291970801,-21.667389333618452,0.00071890726096333576,-10.497248050318953,0.0,-0.47714763865086018,0.0,36.905182944499451,0.0057471264367816091
ENSG00000237491,RP11-206L10.9,66.859120460835683,0.0043795620437956208,-46.154360576190271,0.0,-8.7597061050427047,0.0,-0.39816845932012307,0.0,-11.54688532028363,0.0
ENSG00000177757,FAM87B,54.319810805794788,0.0029197080291970801,-37.49819197561429,0.0,-7.1168387358461835,0.0,-0.3234926698111914,0.0,-9.3812874245244977,0.0
ENSG00000225880,LINC00115,8.2435036857278199,0.0087591240875912416,-23.192969683287792,0.0050323508267433505,5.0978425961625753,0.007575757575757576,-0.96709555769709132,0.0,10.818718959094284,0.0086206896551724137
ENSG00000230368,FAM41C,12.284330114024396,0.0014598540145985401,-37.428333363293156,0.0,-7.103580163845594,0.0,-0.32289000744752849,0.0,32.570473420561534,0.0028735632183908046
ENSG00000187634,SAMD11,-13.18527308986218,0.0,25.196383174642069,0.00071890726096333576,-5.0816234974066923,0.0,-0.23098288624575816,0.0,-6.6985037011270272,0.0
ENSG00000188976,NOC2L,-41.662919656017756,0.10218978102189781,-14.751574097489916,0.100647016534867,35.841663432027673,0.14772727272727273,-3.6439783105030785,0.0,24.216808631985312,0.11206896551724138
ENSG00000187961,KLHL17,-6.3758164141548788,0.0029197080291970801,-11.849932883321769,0.002875629043853343,32.283297001712846,0.007575757575757576,4.6808324234771543,0.083333333333333329,-18.73838012771358,0.0
ENSG00000187583,PLEKHN1,17.23766900085371,0.0029197080291970801,-5.7834293671899442,0.002875629043853343,6.3257898398806773,0.003787878787878788,-0.59266764911813652,0.0,-17.187361824425938,0.0
ENSG00000272512,RP11-54O7.17,64.829608958895818,0.0043795620437956208,-44.753342958720374,0.0,-8.4938048462272917,0.0,-0.38608203846487493,0.0,-11.196379115481434,0.0
ENSG00000188290,HES4,396.34276480496504,0.29051094890510948,-286.85423422972173,0.0043134435657800141,-52.469420430626364,0.007575757575757576,-0.16547018458966239,0.16666666666666666,-56.85363996002603,0.011494252873563218
ENSG00000224969,RP11-54O7.11,6.1789328057040684,0.0029197080291970801,-50.227352979286444,0.0,-9.5327255115252196,0.0,-0.43330570506932703,0.0,54.01445139017644,0.0057471264367816091
ENSG00000187608,ISG15,462.61485566037834,2.6233576642335765,-337.00798358922833,0.71603163191948238,7.0837844611567782,0.98106060606060608,-7.0955937298987459,0.083333333333333329,-125.59506280241493,0.50287356321839083
ENSG00000188157,AGRN,83.685900947810879,0.010218978102189781,-52.34118289653459,0.00071890726096333576,-13.261226867847993,0.0,-0.60278303944764022,0.0,-17.480708143981403,0.0
ENSG00000131591,C1orf159,1.9124725722279352,0.0087591240875912416,41.010859428687326,0.011502516175413372,-24.570922312228443,0.0,-1.1168601051012887,0.0,-17.235549583586199,0.0057471264367816091
ENSG00000186891,TNFRSF18,-113.6337489119442,0.0029197080291970801,75.352007759706041,0.053918044572250183,70.717855850589615,0.098484848484848481,-2.125790768827597,0.0,-30.310323929525811,0.025862068965517241
ENSG00000186827,TNFRSF4,-151.03547094811006,0.0029197080291970801,237.34899174289799,0.13731128684399713,-12.564575590475762,0.053030303030303032,-2.7708616149464649,0.0,-70.978083589369419,0.0057471264367816091
ENSG00000078808,SDF4,-60.489997106537793,0.12554744525547445,10.425547682047124,0.1387491013659238,106.59494690917857,0.28030303030303028,-3.4187420150750589,0.083333333333333329,-53.111755469612277,0.068965517241379309
ENSG00000176022,B3GALT6,4.7764259568813277,0.029197080291970802,-30.124041684166539,0.019410496046010063,25.451628631924091,0.034090909090909088,-1.7102885309233196,0.0,1.6062756262838174,0.017241379310344827
ENSG00000184163,FAM132A,0.48347334461210661,0.0014598540145985401,-6.2690328630855268,0.00071890726096333576,17.464285903284885,0.003787878787878788,-0.3892908794937428,0.0,-11.289435505318506,0.0
ENSG00000260179,RP5-902P8.12,38.785876315433313,0.0014598540145985401,-26.774766230653526,0.0,-5.0816234974066932,0.0,-0.23098288624575869,0.0,-6.6985037011270281,0.0
ENSG00000160087,UBE2J2,-58.355827569527854,0.10510948905109489,26.27729443289245,0.12437095614665708,41.962125862293931,0.16666666666666666,-2.2466105823610647,0.16666666666666666,-7.636982143295965,0.094827586206896547
ENSG00000230415,RP5-902P8.10,-13.185273089862232,0.0,25.196383174642403,0.00071890726096333576,-5.0816234974067447,0.0,-0.23098288624575988,0.0,-6.6985037011270796,0.0
ENSG00000131584,ACAP3,-14.460866900419983,0.024817518248175182,-19.882119682780377,0.020129403306973402,15.384331863437346,0.030303030303030304,-1.7623697443651249,0.0,20.721024464127861,0.034482758620689655
ENSG00000169972,PUSL1,8.2867406213529158,0.027737226277372264,5.8103871318595921,0.023005032350826744,29.588497803616047,0.041666666666666664,-1.7694281128845593,0.0,-41.916197443943332,0.0057471264367816091
ENSG00000127054,CPSF3L,-52.81214474453396,0.07153284671532846,6.7776864953522189,0.081955427749820273,32.753324116815364,0.10984848484848485,-3.0367692402567052,0.0,16.317903372624031,0.18390804597701149
ENSG00000224051,GLTPD1,-52.946210063997363,0.018978102189781021,72.977618851211602,0.038102084831056794,-3.3264599033802025,0.022727272727272728,-1.9482745182847427,0.0,-14.756674365548861,0.017241379310344827
ENSG00000169962,TAS1R3,-13.185273089861974,0.0,25.196383174641291,0.00071890726096333576,-5.0816234974066203,0.0,-0.23098288624575611,0.0,-6.6985037011268806,0.0
ENSG00000107404,DVL1,15.383000562665179,0.0029197080291970801,11.456816318564897,0.0021567217828900071,-11.355307142058628,0.0,-0.51615032463903154,0.0,-14.968359414531776,0.0
ENSG00000162576,MXRA8,-29.288148905294065,0.0,55.968156083258748,0.0035945363048166786,-11.287695344522303,0.0,-0.51307706111464957,0.0,-14.879234772324855,0.0
ENSG00000175756,AURKAIP1,86.904459274666564,0.51532846715328462,-97.806484491170437,0.29618979151689434,40.475667282958078,0.47348484848484851,-2.5343120261145442,0.25,-27.03933004034279,0.29597701149425287
ENSG00000221978,CCNL2,18.386412003521503,0.07153284671532846,-36.437675747320213,0.046728971962616821,28.227434396934303,0.083333333333333329,-2.6707501829039946,0.0,-7.5054204702321581,0.040229885057471264
ENSG00000224870,RP4-758J18.2,-73.4687977207454,0.020437956204379562,44.642521523655923,0.042415528396836807,23.543409998388892,0.053030303030303032,-2.2697158831879558,0.0,7.5525820818874321,0.043103448275862072
ENSG00000242485,MRPL20,77.48235942421779,0.42335766423357662,-40.249932292711151,0.30553558590941771,18.581575004912686,0.34469696969696972,-5.1813862202150567,0.16666666666666666,-50.632615916206532,0.2988505747126437
ENSG00000235098,ANKRD65,54.772713056963561,0.0029197080291970801,-37.810840626419342,0.0,-7.176176797537666,0.0,-0.32618985443352849,0.0,-9.4595057785723498,0.0
ENSG00000215915,ATAD3C,-29.809136733569463,0.0,-5.6908745626783945,0.0043134435657800141,51.166126951846451,0.071969696969696975,-0.5222038551866216,0.0,-15.143911800411948,0.0
ENSG00000160072,ATAD3B,-30.280257330135147,0.0072992700729927005,-3.4575141110297203,0.0086268871315600282,9.3627778207854249,0.015151515151515152,-1.1793610355974988,0.0,25.554354655977626,0.020114942528735632
ENSG00000197785,ATAD3A,8.8694137667274084,0.023357664233576641,-21.85672981011939,0.01509705248023005,22.609234908791311,0.030303030303030304,-1.5538885554128095,0.0,-8.0680303099868009,0.017241379310344827
ENSG00000160075,SSU72,64.62053373326728,0.56058394160583946,-52.470554060527078,0.40762041696621137,1.7386637006003554,0.42424242424242425,0.046330356854892507,0.33333333333333331,-13.934973730193466,0.36206896551724138
ENSG00000215014,AL645728.1,-7.3652780795368038,0.010218978102189781,12.785847230099112,0.011502516175413372,-1.7215273416959564,0.011363636363636364,-1.1665758534250008,0.0,-2.5324659554398696,0.0086206896551724137
ENSG00000228594,C1orf233,52.718253108989671,0.0087591240875912416,-19.738218951901121,0.0021567217828900071,-13.953091374152946,0.0,-0.63423142609786343,0.0,-18.392711356837935,0.0
ENSG00000272106,RP11-345P4.9,34.65285040005508,0.023357664233576641,3.5992373673916571,0.013659237958303379,-29.584994457530321,0.0,-1.3447724753422834,0.0,-7.322320834573901,0.0086206896551724137
ENSG00000197530,MIB2,-127.02463578058074,0.023357664233576641,15.567178934309933,0.076204169662113588,156.13006700897637,0.23106060606060605,-3.0511319063132731,0.0,-41.621478256389423,0.034482758620689655
ENSG00000189409,MMP23B,-55.521083433887384,0.0014598540145985401,-93.326400021135399,0.0021567217828900071,180.09841838315774,0.064393939393939392,-1.0416978309377571,0.0,-30.209237097195089,0.0
ENSG00000248333,CDK11B,-0.038328317175019444,0.029197080291970802,2.9597422075197617,0.021567217828900073,21.904737995979751,0.030303030303030304,0.25559074723513642,0.083333333333333329,-25.081742633559426,0.014367816091954023
ENSG00000272004,RP11-345P4.10,-17.824516107772396,0.0,34.06173954025482,0.0014378145219266715,-6.8695945291269682,0.0,-0.31225429677849686,0.0,-9.0553746065764429,0.0
ENSG00000189339,SLC35E2B,-46.069824844341582,0.0087591240875912416,36.834228029771914,0.021567217828900073,35.00809157709211,0.030303030303030304,-1.4998208986568364,0.0,-24.272673863866522,0.0057471264367816091
ENSG00000008128,CDK11A,17.194544924454792,0.084671532846715331,-11.389058731564175,0.058231488138030196,30.411657059278582,0.087121212121212127,-2.8655750407851261,0.0,-33.351568211383217,0.031609195402298854
ENSG00000215790,SLC35E2,-35.063139028961757,0.0029197080291970801,38.34368310459945,0.0079079798705966927,-19.863570087022236,0.0,-0.90288954941009847,0.0,17.48591556079414,0.0086206896551724137
ENSG00000008130,NADK,206.55875324159521,0.12846715328467154,-168.31845183764676,0.018691588785046728,-6.0800523584753101,0.041666666666666664,-2.4804296658856764,0.0,-29.679819379578987,0.025862068965517241
ENSG00000078369,GNB1,166.02393094195025,0.24817518248175183,-127.612058124152,0.084831056793673615,8.3430512032336548,0.13257575757575757,3.3177606036221867,0.16666666666666666,-50.072684624656347,0.066091954022988508
ENSG00000231050,RP1-140A9.1,2.2928656183549556,0.0014598540145985401,-6.3541527168968033,0.00071890726096333576,-8.5766289882631241,0.0,-0.38984677219377978,0.0,13.027762858999186,0.0028735632183908046
ENSG00000178821,TMEM52,-22.699730270040696,0.0,8.7611621079130853,0.0014378145219266715,25.868353413535754,0.003787878787878788,-0.39765950838027431,0.0,-11.532125743027896,0.0
